id	code	name	download_link	notes	filename	platform	n_details	ancestry_details	consortium	permissions	assembly	uk_biobank	ancestry	dependent_variable	sex	n_cases	n_controls	n_total	time_created	time_updated	reference_id	phenotype_id	category_id	category_name	phenotype	phenotype_type	pmid	year
555	SMOK04	Tobacco: smoking initiation (ever versus never been a regular smoker)	http://www.med.unc.edu/pgc/files/resultfiles/tag.evrsmk.tbl.gz	NA	tag.evrsmk.tbl.gz	NA	NA	European	TAG	FREE	NCBI36/hg18	no	EUR	binary	both	41969	32066	74035	2019-02-05 16:38:01	2019-02-05 16:38:01	6	190	7	mental and behavioural	smoking initiation	trait	20418890	2010
556	SMOK05	Heavy versus never smoker in UKBileve	[UKBB Resources Section]	NA	Heavy_vs_never_smokers.csv.gz	NA	NA	European	UK BIOBANK	FREE	GRCh37/hg19	yes	EUR	binary	both	23379	23379	46758	2019-02-05 16:38:01	2019-02-05 16:38:01	102	191	7	mental and behavioural	smoking severity	trait	28166213	2017
744	SMOK06	ever smoker (UKB + TAG)	https://www.dropbox.com/s/o7wgwhnhjgt3eyn/EVER_SMOKER_GWAS_MA_UKB%2BTAG.txt?dl=0		EVER_SMOKER_GWAS_MA_UKB+TAG.txt.gz				UKB, TAG	FREE	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	518633	2019-11-19 11:56:11	2019-11-19 11:56:11	147	456	7	mental and behavioural	ever smoker (UKB + TAG)	trait	30643258	2019
752	STRK01	Any Stroke	https://www.megastroke.org/download.html	1) Any publications utilizing MEGASTROKE data should include the following:

Acknowledgments
Please include the following sentence: “The MEGASTROKE project received funding from sources specified at http://www.megastroke.org/acknowledgments.html"
Please list all MEGASTROKE authors appearing in the main author byline in the supplementary material of your manuscript.

References
Your manuscript (main text) should cite the following reference:
Malik et al. Multiancestry genome-wide association study of 520,000 subjects identifies 32 loci associated with stroke and stroke subtypes, Nature Genetics, 2018, 50 : 524-537. doi:10.1038/s41588-018-0058-3 [PubMed ID: 29531354]

2) The following secondary use of MEGASTROKE data is not authorized:
Data should not be used for research into the genetics of intelligence, education, social outcomes such as income, or potentially sensitive behavioral traits such as alcohol or drug addictions.	MEGASTROKE.1.AS.TRANS.out				MEGASTROKE	FREE	NA	no	MIX	binary	both	67162	454450	521612	2021-05-26 00:42:20	2021-05-26 00:42:20	156	459	4	circulatory	stroke	disorder	29531354	2018
557	SUBJ01	Subjective well-being: survey questions on life satisfaction, positive affect, or happiness	http://ssgac.org/documents/SWB_Full.txt.gz	NA	SWB_Full.txt.gz	NA	NA	European	SSGAC	FREE	GRCh37/hg19	yes	EUR	continuous	both	NA	NA	298420	2019-02-05 16:38:01	2019-02-05 16:38:01	82	193	7	mental and behavioural	subjective well-being	trait	27089181	2016
558	TANN01	Tanner Stage: males and females	http://egg-consortium.org/downloads/EGG_TANNER_males_and_females_combined.v2.txt.gz	NA	EGG_TANNER_males_and_females_combined.v2.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	9916	2019-02-05 16:38:01	2019-02-05 16:38:01	41	118	1	anthropometric	tanner stage	trait	24770850	2014
559	TANN01F	Tanner Stage: females	http://egg-consortium.org/downloads/EGG_TANNER_females.v2.txt.gz	NA	EGG_TANNER_females.v2.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	female	NA	NA	6147	2019-02-05 16:38:01	2019-02-05 16:38:01	41	118	1	anthropometric	tanner stage	trait	24770850	2014
560	TANN01M	Tanner Stage: males	http://egg-consortium.org/downloads/EGG_TANNER_males.v2.txt.gz	NA	EGG_TANNER_males.v2.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	male	NA	NA	3769	2019-02-05 16:38:01	2019-02-05 16:38:01	41	118	1	anthropometric	tanner stage	trait	24770850	2014
561	TEMP01	Harm avoidance (HA)	NA	NA	HAResults.txt.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	11597	2019-02-05 16:38:01	2019-02-05 16:38:01	21	168	7	mental and behavioural	harm avoidance	trait	22832960	2012
562	TEMP02	Novelty seeking (NS)	NA	NA	NSResults.txt.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	11612	2019-02-05 16:38:01	2019-02-05 16:38:01	21	177	7	mental and behavioural	novelty seeking	trait	22832960	2012
563	TEMP03	Reward dependence (RD)	NA	NA	RDResults.txt.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	11590	2019-02-05 16:38:01	2019-02-05 16:38:01	21	184	7	mental and behavioural	reward dependence	trait	22832960	2012
564	TEMP04	Persistence (P)	NA	NA	PResults.txt.gz	NA	NA	European	NA	EATING DISORDERS AND DRUG TARGETOR	NA	no	EUR	continuous	both	NA	NA	11610	2019-02-05 16:38:01	2019-02-05 16:38:01	21	181	7	mental and behavioural	persistance	trait	22832960	2012
565	THAL01	Subcortical brain regions: Thalamus	http://enigma.ini.usc.edu/publications/enigma-2/data-agreement-for-enigma2-download/	NA	ENIGMA2_MeanThalamus_Combined_GenomeControlled_Jan23.tbl.gz	NA	NA	European	ENIGMA 	EATING DISORDERS AND DRUG TARGETOR	GRCh37/hg19	no	EUR	continuous	both	NA	NA	13171	2019-02-05 16:38:01	2019-02-05 16:38:01	52	375	13	nervous system	brain vol. thalamus	trait	25607358	2015
638	THIN01	Persistent thin individuals versus controls	https://drive.google.com/drive/folders/17bOziTVa9WOHchaUTiihufpTzLR-LGXy		STILTS_UKHLS_ldcorrected.gz	Illumina HumanCoreExome-12v1-1	Controls overlapping with OBES05 			FREE	NA	no	EUR	binary	both	1622	10433	12055	2019-03-11 12:27:46	2019-03-11 12:27:46	137	384	1	anthropometric	Persistent Thinness	trait	30677029	2019
645	THIN02	Persistent thin individuals vs severe early onset obesity	https://drive.google.com/drive/folders/17bOziTVa9WOHchaUTiihufpTzLR-LGXy		SCOOP_STILTS_ldcorrected_with_N.gz	Illumina HumanCoreExome-12v1-1	Cases overlap with OBES05, controls overlap with (cases of) THIN01			FREE	NA	no	EUR	binary	both	1985	1622	3607	2019-03-12 14:36:31	2019-03-12 14:36:31	137	384	1	anthropometric	Persistent Thinness	trait	30677029	2019
566	THYR01	Autoimmune thyroid disorder: Graves' disease (GD) and Hashimoto's thyroiditis (HT)	https://www.immunobase.org/downloads/protected_data/iChip_Data/hg19_gwas_ic_atd_cooper_4_19_1.tab.gz	NA	hg19_gwas_ic_atd_cooper_4_19_1.tab.gz	NA	NA	European	NA	FREE	GRCh37/hg19	no	EUR	binary	both	2747	9364	12111	2019-02-05 16:38:01	2019-02-05 16:38:01	23	59	2	autoimmune	autoimmune thyroid disorder	disorder	22922229	2012
567	TIRE01	Self-reported tiredness	http://www.psy.ed.ac.uk/ccace/downloads/Deary2017_Mol_Psych_tiredness.zip	NA	Deary_2017_UKB_self_reported_tiredness_summary_results_15022017.txt.gz	NA	NA	European	UK BIOBANK	FREE	NA	yes	EUR	continuous	both	NA	NA	108976	2019-02-05 16:38:01	2019-02-05 16:38:01	104	194	7	mental and behavioural	tiredness	trait	28322280	2017
568	TRGL01	Serum total triglycerides	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Serum.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21545	2019-02-05 16:38:01	2019-02-05 16:38:01	77	311	10	metabolism: lipids	serum total triglycerides	biomarker	27005778	2016
569	TRGL03	Triglycerides	http://csg.sph.umich.edu/abecasis/public/lipids2010/TG_with_Effect.zip	NA	TG_with_Effect.tbl.gz	NA	NA	European	GLGC	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	96598	2019-02-05 16:38:01	2019-02-05 16:38:01	8	341	10	metabolism: lipids	triglycerides	biomarker	20686565	2010
570	TRGL04	Triglycerides in chylomicrons and largest VLDL particles	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XXL.VLDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21540	2019-02-05 16:38:01	2019-02-05 16:38:01	77	343	10	metabolism: lipids	triglycerides in chylomicrons & largest VLDL	biomarker	27005778	2016
571	TRGL05	Triglycerides in IDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_IDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:01	2019-02-05 16:38:01	77	342	10	metabolism: lipids	triglycerides in IDL	biomarker	27005778	2016
572	TRGL06	Triglycerides in large VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_L.VLDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21239	2019-02-05 16:38:01	2019-02-05 16:38:01	77	344	10	metabolism: lipids	triglycerides in large VLDL	biomarker	27005778	2016
573	TRGL07	Triglycerides in medium VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_M.VLDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21241	2019-02-05 16:38:01	2019-02-05 16:38:01	77	345	10	metabolism: lipids	triglycerides in medium VLDL	biomarker	27005778	2016
574	TRGL08	Triglycerides in small HDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_S.HDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21558	2019-02-05 16:38:01	2019-02-05 16:38:01	77	346	10	metabolism: lipids	triglycerides in small HDL	biomarker	27005778	2016
575	TRGL09	Triglycerides in small VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_S.VLDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21558	2019-02-05 16:38:01	2019-02-05 16:38:01	77	347	10	metabolism: lipids	triglycerides in small VLDL	biomarker	27005778	2016
576	TRGL10	Triglycerides in very large HDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XL.HDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21536	2019-02-05 16:38:01	2019-02-05 16:38:01	77	348	10	metabolism: lipids	triglycerides in very large HDL	biomarker	27005778	2016
577	TRGL11	Triglycerides in very large VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XL.VLDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	21548	2019-02-05 16:38:01	2019-02-05 16:38:01	77	349	10	metabolism: lipids	triglycerides in very large VLDL	biomarker	27005778	2016
578	TRGL12	Triglycerides in very small VLDL	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_XS.VLDL.TG.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	19273	2019-02-05 16:38:01	2019-02-05 16:38:01	77	350	10	metabolism: lipids	triglycerides in very small VLDL	biomarker	27005778	2016
757	TRGL13	Triglycerides	http://csg.sph.umich.edu/willer/public/lipids2013/	JOINT ANALYSIS OF METABOCHIP AND GWAS DATA	jointGwasMc_TG.txt.gz				Global Lipids Genetics Consortium	FREE	GRCh37/hg19	no	MIX	continuous	both	NA	NA	177861	2021-05-26 19:39:37	2021-05-26 19:39:37	157	341	10	metabolism: lipids	triglycerides	biomarker	24097068	2013
579	ULCC01	Ulcerative Colitis	ftp://ftp.sanger.ac.uk/pub/consortia/ibdgenetics/iibdgc-trans-ancestry-filtered-summary-stats.tgz	NA	EUR.UC.gwas_info03_filtered.assoc.gz	NA	NA	European	IBDGC	FREE	GRCh37/hg19	no	EUR	binary	both	6968	20464	27432	2019-02-05 16:38:01	2019-02-05 16:38:01	60	75	2	autoimmune	ulcerative colitis	disorder	26192919	2015
580	URAT01	Urate	http://metabolomics.helmholtz-muenchen.de/gugc/GUGC_MetaAnalysis_Results_UA.csv.zip	NA	GUGC_MetaAnalysis_Results_UA.csv.gz	NA	NA	European	HELMHOLTZ METABOLOMICS	FREE	NA	no	EUR	continuous	both	NA	NA	110347	2019-02-05 16:38:01	2019-02-05 16:38:01	25	358	11	metabolism: other	urate	biomarker	23263486	2013
581	URIN01	Albumin	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Alb.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	18960	2019-02-05 16:38:01	2019-02-05 16:38:01	77	10	6	genitourinary	albumin	biomarker	27005778	2016
582	URIN02	Creatinine	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Crea.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	24810	2019-02-05 16:38:01	2019-02-05 16:38:01	77	14	6	genitourinary	creatinine	biomarker	27005778	2016
583	URIN03	Urea	http://www.computationalmedicine.fi/data#NMR_GWAS	NA	Summary_statistics_MAGNETIC_Urea.txt.gz	NA	NA	European (+ Finnish)	MAGNETIC	FREE	NA	no	EUR	continuous	both	NA	NA	18814	2019-02-05 16:38:01	2019-02-05 16:38:01	77	52	6	genitourinary	urea	biomarker	27005778	2016
584	URIN05	MA (microalbuminuria)	https://fox.nhlbi.nih.gov/CKDGen/formatted_MA_overall_2GC_b36_MAFget005_Nget50.csv.gz	NA	formatted_MA_overall_2GC_b36_MAFget005_Nget50.csv.gz	NA	NA	European	CDKGen	FREE	NA	no	EUR	continuous	both	NA	NA	54116	2019-02-05 16:38:01	2019-02-05 16:38:01	69	31	6	genitourinary	microalbuminuria	biomarker	26631737	2016
585	URIN07	eGFRcrea (serum creatinine)	https://fox.nhlbi.nih.gov/CKDGen/formatted_round3meta_eGFRcrea_overall_IV_2GC_b36_MAFget005_Nget50_20120705_b37.csv.gz	NA	formatted_round3meta_eGFRcrea_overall_IV_2GC_b36_MAFget005_Nget50_20120705_b37.csv.gz	NA	NA	European	CDKGen	FREE	NA	no	EUR	continuous	both	NA	NA	133814	2019-02-05 16:38:01	2019-02-05 16:38:01	71	45	6	genitourinary	serum creatinine	biomarker	26831199	2016
586	URIN08	eGFRcrea_DM  (serum creatinine, diabetes mellitus)	https://fox.nhlbi.nih.gov/CKDGen/formatted_round3meta_eGFRcrea_DM_IV_2GC_b36_MAFget005_Nget50_20140331.csv.gz	NA	formatted_round3meta_eGFRcrea_DM_IV_2GC_b36_MAFget005_Nget50_20140331.csv.gz	NA	NA	European	CDKGen	FREE	NA	no	EUR	continuous	both	NA	NA	11529	2019-02-05 16:38:01	2019-02-05 16:38:01	71	46	6	genitourinary	serum creatinine DM	biomarker	26831199	2016
587	URIN09	eGFRcrea_nonDM  (serum creatinine, non diabetes mellitus)	https://fox.nhlbi.nih.gov/CKDGen/formatted_round3meta_eGFRcrea_nonDM_IV_2GC_b36_MAFget005_Nget50_20120627_b37.csv.gz	NA	formatted_round3meta_eGFRcrea_nonDM_IV_2GC_b36_MAFget005_Nget50_20120627_b37.csv.gz	NA	NA	European	CDKGen	FREE	NA	no	EUR	continuous	both	NA	NA	118460	2019-02-05 16:38:01	2019-02-05 16:38:01	71	47	6	genitourinary	serum creatinine non DM	biomarker	26831199	2016
588	URIN11	eGFRcys (serum cystatin)	https://fox.nhlbi.nih.gov/CKDGen/formatted_round3meta_eGFRcys_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.gz	NA	formatted_round3meta_eGFRcys_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.gz	NA	NA	European	CDKGen	FREE	NA	no	EUR	continuous	both	NA	NA	33152	2019-02-05 16:38:01	2019-02-05 16:38:01	71	48	6	genitourinary	serum cystatin	biomarker	26831199	2016
589	URIN13	UACR_DM (urinary albumin-to-creatinine ratio, diabetes mellitus)	https://fox.nhlbi.nih.gov/CKDGen/formatted_Round3_UACR_DM_2GC_b36_MAFget005_Nget50_2014_03_17.csv.gz	NA	formatted_Round3_UACR_DM_2GC_b36_MAFget005_Nget50_2014_03_17.csv.gz	NA	NA	European	CDKGen	FREE	NA	no	EUR	continuous	both	NA	NA	5825	2019-02-05 16:38:01	2019-02-05 16:38:01	69	54	6	genitourinary	urinary albumin-to-creatinine ratio DM	biomarker	26631737	2016
590	URIN14	UACR_nonDM (urinary albumin-to-creatinine ratio, non diabetes mellitus)	https://fox.nhlbi.nih.gov/CKDGen/formatted_Round3_UACR_noDM_2GC_b36_MAFget005_Nget50_2014_09_29.csv.gz	NA	formatted_Round3_UACR_noDM_2GC_b36_MAFget005_Nget50_2014_09_29.csv.gz	NA	NA	European	CDKGen	FREE	NA	no	EUR	continuous	both	NA	NA	46061	2019-02-05 16:38:01	2019-02-05 16:38:01	69	55	6	genitourinary	urinary albumin-to-creatinine ratio non DM	biomarker	26631737	2016
591	URIN15	UACR (urinary albumin-to-creatinine ratio)	https://fox.nhlbi.nih.gov/CKDGen/formatted_round3meta_UACR_overall_IV_2GC_b36_MAFget005_Nget50_20140505.csv.gz	NA	formatted_round3meta_UACR_overall_IV_2GC_b36_MAFget005_Nget50_20140505.csv.gz	NA	NA	European	CDKGen	FREE	NA	no	EUR	continuous	both	NA	NA	54450	2019-02-05 16:38:01	2019-02-05 16:38:01	69	53	6	genitourinary	urinary albumin-to-creatinine ratio	biomarker	26631737	2016
592	VITD01	25-hydroxyvitamin D levels	https://grasp.nhlbi.nih.gov/downloads/FullResults/2017/2017_Manousaki/vitd.gwama.out.gz	NA	vitd.gwama.out.gz	NA	NA	European	NA	FREE	NA	no	EUR	continuous	both	NA	NA	42274	2019-02-05 16:38:01	2019-02-05 16:38:01	119	364	13	nervous system	25-hydroxyvitamin D levels	biomarker	28757204	2017
593	WAIS01	Waist circumference European	https://portals.broadinstitute.org/collaboration/giant/images/5/57/GIANT_2015_WC_COMBINED_EUR.txt.gz	NA	GIANT_2015_WC_COMBINED_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	both	NA	NA	231927	2019-02-05 16:38:01	2019-02-05 16:38:01	53	119	1	anthropometric	waist circumference	trait	25673412	2015
594	WAIS01F	Waist circumference European female	https://portals.broadinstitute.org/collaboration/giant/images/2/2b/GIANT_2015_WC_FEMALES_EUR.txt.gz	NA	GIANT_2015_WC_FEMALES_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	female	NA	NA	127319	2019-02-05 16:38:01	2019-02-05 16:38:01	53	119	1	anthropometric	waist circumference	trait	25673412	2015
595	WAIS01M	Waist circumference European male	https://portals.broadinstitute.org/collaboration/giant/images/5/5a/GIANT_2015_WC_MALES_EUR.txt.gz	NA	GIANT_2015_WC_MALES_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	male	NA	NA	104342	2019-02-05 16:38:01	2019-02-05 16:38:01	53	119	1	anthropometric	waist circumference	trait	25673412	2015
596	WAIS02	Waist circumference all ancestries	https://portals.broadinstitute.org/collaboration/giant/images/e/ea/GIANT_2015_WC_COMBINED_AllAncestries.txt.gz	NA	GIANT_2015_WC_COMBINED_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	both	NA	NA	244261	2019-02-05 16:38:01	2019-02-05 16:38:01	53	119	1	anthropometric	waist circumference	trait	25673412	2015
597	WAIS02F	Waist circumference all ancestries female	https://portals.broadinstitute.org/collaboration/giant/images/2/28/GIANT_2015_WC_FEMALES_AllAncestries.txt.gz	NA	GIANT_2015_WC_FEMALES_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	female	NA	NA	113882	2019-02-05 16:38:01	2019-02-05 16:38:01	53	119	1	anthropometric	waist circumference	trait	25673412	2015
598	WAIS02M	Waist circumference all ancestries male	https://portals.broadinstitute.org/collaboration/giant/images/0/00/GIANT_2015_WC_MALES_AllAncestries.txt.gz	NA	GIANT_2015_WC_MALES_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	male	NA	NA	109976	2019-02-05 16:38:01	2019-02-05 16:38:01	53	119	1	anthropometric	waist circumference	trait	25673412	2015
599	WAIS03	Waist circumference European BMI-adjusted	http://portals.broadinstitute.org/collaboration/giant/images/7/73/GIANT_2015_WCadjBMI_COMBINED_EUR.txt.gz	NA	GIANT_2015_WCadjBMI_COMBINED_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	both	NA	NA	229089	2019-02-05 16:38:01	2019-02-05 16:38:01	53	120	1	anthropometric	waist circumference adj. BMI	trait	25673412	2015
600	WAIS03F	Waist circumference European BMI-adjusted female	http://portals.broadinstitute.org/collaboration/giant/images/9/92/GIANT_2015_WCadjBMI_FEMALES_EUR.txt.gz	NA	GIANT_2015_WCadjBMI_FEMALES_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	female	NA	NA	91952	2019-02-05 16:38:01	2019-02-05 16:38:01	53	120	1	anthropometric	waist circumference adj. BMI	trait	25673412	2015
601	WAIS03M	Waist circumference European BMI-adjusted male	http://portals.broadinstitute.org/collaboration/giant/images/9/93/GIANT_2015_WCadjBMI_MALES_EUR.txt.gz	NA	GIANT_2015_WCadjBMI_MALES_EUR.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	male	NA	NA	60393	2019-02-05 16:38:01	2019-02-05 16:38:01	53	120	1	anthropometric	waist circumference adj. BMI	trait	25673412	2015
602	WAIS04	Waist circumference all ancestries BMI-adjusted	http://portals.broadinstitute.org/collaboration/giant/images/3/3f/GIANT_2015_WCadjBMI_COMBINED_AllAncestries.txt.gz	NA	GIANT_2015_WCadjBMI_COMBINED_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	both	NA	NA	153478	2019-02-05 16:38:01	2019-02-05 16:38:01	53	120	1	anthropometric	waist circumference adj. BMI	trait	25673412	2015
603	WAIS04F	Waist circumference all ancestries BMI-adjusted female	http://portals.broadinstitute.org/collaboration/giant/images/f/ff/GIANT_2015_WCadjBMI_FEMALES_AllAncestries.txt.gz	NA	GIANT_2015_WCadjBMI_FEMALES_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	female	NA	NA	132715	2019-02-05 16:38:01	2019-02-05 16:38:01	53	120	1	anthropometric	waist circumference adj. BMI	trait	25673412	2015
604	WAIS04M	Waist circumference all ancestries BMI-adjusted male	http://portals.broadinstitute.org/collaboration/giant/images/e/e0/GIANT_2015_WCadjBMI_MALES_AllAncestries.txt.gz	NA	GIANT_2015_WCadjBMI_MALES_AllAncestries.txt.gz	NA	NA	All ancestry	GIANT	FREE	NA	no	MIX	continuous	male	NA	NA	109077	2019-02-05 16:38:01	2019-02-05 16:38:01	53	120	1	anthropometric	waist circumference adj. BMI	trait	25673412	2015
605	WEIG01	Birth weight	http://egg-consortium.org/downloads/EGG_BW2_DISCOVERY.txt.gz	NA	EGG_BW2_DISCOVERY.txt.gz	NA	NA	European	EGG	FREE	NCBI36/hg18	no	EUR	continuous	both	NA	NA	26836	2019-02-05 16:38:01	2019-02-05 16:38:01	24	83	1	anthropometric	birth weight	trait	23202124	2013
606	WEIG02	Birth weight European	http://mccarthy.well.ox.ac.uk/publications/2016/EggBirthWeight_Nature/BW3_EUR_summary_stats.txt.gz	NA	BW3_EUR_summary_stats.txt.gz	NA	NA	European	EGG	FREE	NA	no	EUR	continuous	both	NA	NA	143677	2019-02-05 16:38:01	2019-02-05 16:38:01	93	83	1	anthropometric	birth weight	trait	27680694	2016
607	WEIG03	Birth weight all ancestries	http://mccarthy.well.ox.ac.uk/publications/2016/EggBirthWeight_Nature/BW3_Transethnic_summary_stats.txt.gz	NA	BW3_Transethnic_summary_stats.txt.gz	NA	NA	All ancestry	EGG	FREE	NA	no	MIX	continuous	both	NA	NA	153781	2019-02-05 16:38:01	2019-02-05 16:38:01	93	83	1	anthropometric	birth weight	trait	27680694	2016
608	WEIG04F	Weight EU female	http://portals.broadinstitute.org/collaboration/giant/images/c/cc/GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_WOMEN_N.txt	NA	GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_WOMEN_N.txt.gz	NA	NA	European	GIANT	FREE	NA	no	EUR	continuous	female	NA	NA	67592	2019-02-05 16:38:01	2019-02-05 16:38:01	35	124	1	anthropometric	weight	trait	23754948	2013
